,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,
Week type,Start Date JD,Age,Ladder,quota,Age,ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,ladder,quota,Age,Ladder,quota,Age,Ladder,quota,Age,Ladder,quota
Learn line,2459272,6,1,5,6,2,5,6,3,5,6,4,6-7,6,5,8-9,7,1,10,7,2,11,7,3,12-13,7,4,22-24,7,5,24-26,8,1,15,8,2,22-24,8,3,25-27,8,4,45-49,8,5,52-57,9,1,20,9,2,40-42,9,3,47-50,9,4,79-84,9,5,92-98,10,1,27-28,10,2,58-60,10,3,71-74,10,4,115-120,10,5,134-140,11,1,37-38,11,2,75-77,11,3,95-98,11,4,151-156,11,5,176-182,12,1,47-48,12,2,93-95,12,3,123-127,12,4,187-192,12,5,222-229,13,1,59-60,13,2,116-120,13,3,153-157,13,4,223-228,13,5,270-277
Learn line,2459279,6,1,5,6,2,5,6,3,5,6,4,6-7,6,5,8-9,7,1,10,7,2,11,7,3,12-13,7,4,22-24,7,5,24-26,8,1,15,8,2,22-24,8,3,25-27,8,4,45-49,8,5,52-57,9,1,20,9,2,40-42,9,3,47-50,9,4,79-84,9,5,92-98,10,1,27-28,10,2,58-60,10,3,71-74,10,4,115-120,10,5,134-140,11,1,37-38,11,2,75-77,11,3,95-98,11,4,151-156,11,5,176-182,12,1,47-48,12,2,93-95,12,3,123-127,12,4,187-192,12,5,222-229,13,1,59-60,13,2,116-120,13,3,153-157,13,4,223-228,13,5,270-277
Review,2459286,6,1,1-5,6,2,1-5,6,3,1-5,6,4,1-7,6,5,1-9,7,1,1-10,7,2,1-11,7,3,1-13,7,4,1-24,7,5,1-26,8,1,1-15,8,2,1-24,8,3,1-27,8,4,1-49,8,5,1-57,9,1,1-20,9,2,1-42,9,3,1-50,9,4,1-84,9,5,1-98,10,1,1-28,10,2,1-60,10,3,1-70,10,4,1-120,10,5,1-140,11,1,1-38,11,2,1-77,11,3,1-98,11,4,1-156,11,5,1-182,12,1,1-48,12,2,1-95,12,3,1-127,12,4,1-192,12,5,1-229,13,1,1-60,13,2,1-120,13,3,1-157,13,4,1-228,13,5,1-277
Review,2459293,6,1,1-5,6,2,1-5,6,3,1-5,6,4,1-7,6,5,1-9,7,1,1-10,7,2,1-11,7,3,1-13,7,4,1-24,7,5,1-26,8,1,1-15,8,2,1-24,8,3,1-27,8,4,1-49,8,5,1-57,9,1,1-20,9,2,1-42,9,3,1-50,9,4,1-84,9,5,1-98,10,1,1-28,10,2,1-60,10,3,1-70,10,4,1-120,10,5,1-140,11,1,1-38,11,2,1-77,11,3,1-98,11,4,1-156,11,5,1-182,12,1,1-48,12,2,1-95,12,3,1-127,12,4,1-192,12,5,1-229,13,1,1-60,13,2,1-120,13,3,1-157,13,4,1-228,13,5,1-277
Review,2459300,6,1,1-5,6,2,1-5,6,3,1-5,6,4,1-7,6,5,1-9,7,1,1-10,7,2,1-11,7,3,1-13,7,4,1-24,7,5,1-26,8,1,1-15,8,2,1-24,8,3,1-27,8,4,1-49,8,5,1-57,9,1,1-20,9,2,1-42,9,3,1-50,9,4,1-84,9,5,1-98,10,1,1-28,10,2,1-60,10,3,1-70,10,4,1-120,10,5,1-140,11,1,1-38,11,2,1-77,11,3,1-98,11,4,1-156,11,5,1-182,12,1,1-48,12,2,1-95,12,3,1-127,12,4,1-192,12,5,1-229,13,1,1-60,13,2,1-120,13,3,1-157,13,4,1-228,13,5,1-277
Review,2459307,6,1,1-5,6,2,1-5,6,3,1-5,6,4,1-7,6,5,1-9,7,1,1-10,7,2,1-11,7,3,1-13,7,4,1-24,7,5,1-26,8,1,1-15,8,2,1-24,8,3,1-27,8,4,1-49,8,5,1-57,9,1,1-20,9,2,1-42,9,3,1-50,9,4,1-84,9,5,1-98,10,1,1-28,10,2,1-60,10,3,1-70,10,4,1-120,10,5,1-140,11,1,1-38,11,2,1-77,11,3,1-98,11,4,1-156,11,5,1-182,12,1,1-48,12,2,1-95,12,3,1-127,12,4,1-192,12,5,1-229,13,1,1-60,13,2,1-120,13,3,1-157,13,4,1-228,13,5,1-277
Review,2459314,6,1,1-5,6,2,1-5,6,3,1-5,6,4,1-7,6,5,1-9,7,1,1-10,7,2,1-11,7,3,1-13,7,4,1-24,7,5,1-26,8,1,1-15,8,2,1-24,8,3,1-27,8,4,1-49,8,5,1-57,9,1,1-20,9,2,1-42,9,3,1-50,9,4,1-84,9,5,1-98,10,1,1-28,10,2,1-60,10,3,1-70,10,4,1-120,10,5,1-140,11,1,1-38,11,2,1-77,11,3,1-98,11,4,1-156,11,5,1-182,12,1,1-48,12,2,1-95,12,3,1-127,12,4,1-192,12,5,1-229,13,1,1-60,13,2,1-120,13,3,1-157,13,4,1-228,13,5,1-277
Learn line,2459321,6,1,5,6,2,6,6,3,6-7,6,4,8-9,6,5,10-11,7,1,10,7,2,12,7,3,14-15,7,4,25-27,7,5,27-30,8,1,15,8,2,25-27,8,3,28-30,8,4,50-54,8,5,58-63,9,1,20,9,2,43-45,9,3,51-54,9,4,85-90,9,5,99-105,10,1,29-30,10,2,61-63,10,3,75-78,10,4,121-126,10,5,141-147,11,1,39-40,11,2,78-80,11,3,99-102,11,4,157-162,11,5,183-189,12,1,49-50,12,2,96-99,12,3,128-132,12,4,192-198,12,5,230-237,13,1,61-63,13,2,121-125,13,3,158-162,13,4,229-233,13,5,278-285
Learn line,2459328,6,1,5,6,2,6,6,3,6-7,6,4,8-9,6,5,10-11,7,1,10,7,2,12,7,3,14-15,7,4,25-27,7,5,27-30,8,1,15,8,2,25-27,8,3,28-30,8,4,50-54,8,5,58-63,9,1,20,9,2,43-45,9,3,51-54,9,4,85-90,9,5,99-105,10,1,29-30,10,2,61-63,10,3,75-78,10,4,121-126,10,5,141-147,11,1,39-40,11,2,78-80,11,3,99-102,11,4,157-162,11,5,183-189,12,1,49-50,12,2,96-99,12,3,128-132,12,4,192-198,12,5,230-237,13,1,61-63,13,2,121-125,13,3,158-162,13,4,229-233,13,5,278-285
Learn line,2459335,6,1,5,6,2,6,6,3,6-7,6,4,8-9,6,5,10-11,7,1,10,7,2,12,7,3,14-15,7,4,25-27,7,5,27-30,8,1,15,8,2,25-27,8,3,28-30,8,4,50-54,8,5,58-63,9,1,20,9,2,43-45,9,3,51-54,9,4,85-90,9,5,99-105,10,1,29-30,10,2,61-63,10,3,75-78,10,4,121-126,10,5,141-147,11,1,39-40,11,2,78-80,11,3,99-102,11,4,157-162,11,5,183-189,12,1,49-50,12,2,96-99,12,3,128-132,12,4,192-198,12,5,230-237,13,1,61-63,13,2,121-125,13,3,158-162,13,4,229-233,13,5,278-285
Review,2459342,6,1,1-5,6,2,1-6,6,3,1-7,6,4,1-9,6,5,1-11,7,1,1-10,7,2,1-12,7,3,1-15,7,4,1-27,7,5,1-30,8,1,1-15,8,2,1-27,8,3,1-30,8,4,1-54,8,5,1-63,9,1,1-20,9,2,1-45,9,3,1-54,9,4,1-90,9,5,1-105,10,1,1-30,10,2,1-63,10,3,1-78,10,4,1-126,10,5,1-147,11,1,1-40,11,2,1-80,11,3,1-102,11,4,1-162,11,5,1-189,12,1,1-50,12,2,1-99,12,3,1-132,12,4,1-198,12,5,1-237,13,1,1-63,13,2,1-125,13,3,1-162,13,4,1-233,13,5,1-285
Review,2459349,6,1,1-5,6,2,1-6,6,3,1-7,6,4,1-10,6,5,1-11,7,1,1-10,7,2,1-12,7,3,1-15,7,4,1-27,7,5,1-30,8,1,1-15,8,2,1-27,8,3,1-30,8,4,1-54,8,5,1-63,9,1,1-20,9,2,1-45,9,3,1-54,9,4,1-90,9,5,1-105,10,1,1-30,10,2,1-63,10,3,1-78,10,4,1-126,10,5,1-147,11,1,1-40,11,2,1-80,11,3,1-102,11,4,1-162,11,5,1-189,12,1,1-50,12,2,1-99,12,3,1-132,12,4,1-198,12,5,1-237,13,1,1-63,13,2,1-125,13,3,1-162,13,4,1-233,13,5,1-285
Review,2459356,6,1,1-5,6,2,1-6,6,3,1-7,6,4,1-10,6,5,1-11,7,1,1-10,7,2,1-12,7,3,1-15,7,4,1-27,7,5,1-30,8,1,1-15,8,2,1-27,8,3,1-30,8,4,1-54,8,5,1-63,9,1,1-20,9,2,1-45,9,3,1-54,9,4,1-90,9,5,1-105,10,1,1-30,10,2,1-63,10,3,1-78,10,4,1-126,10,5,1-147,11,1,1-40,11,2,1-80,11,3,1-102,11,4,1-162,11,5,1-189,12,1,1-50,12,2,1-99,12,3,1-132,12,4,1-198,12,5,1-237,13,1,1-63,13,2,1-125,13,3,1-162,13,4,1-233,13,5,1-285
Review,2459363,6,1,1-5,6,2,1-6,6,3,1-7,6,4,1-10,6,5,1-11,7,1,1-10,7,2,1-12,7,3,1-15,7,4,1-27,7,5,1-30,8,1,1-15,8,2,1-27,8,3,1-30,8,4,1-54,8,5,1-63,9,1,1-20,9,2,1-45,9,3,1-54,9,4,1-90,9,5,1-105,10,1,1-30,10,2,1-63,10,3,1-78,10,4,1-126,10,5,1-147,11,1,1-40,11,2,1-80,11,3,1-102,11,4,1-162,11,5,1-189,12,1,1-50,12,2,1-99,12,3,1-132,12,4,1-198,12,5,1-237,13,1,1-63,13,2,1-125,13,3,1-162,13,4,1-233,13,5,1-285
Review,2459370,6,1,1-5,6,2,1-6,6,3,1-7,6,4,1-10,6,5,1-11,7,1,1-10,7,2,1-12,7,3,1-15,7,4,1-27,7,5,1-30,8,1,1-15,8,2,1-27,8,3,1-30,8,4,1-54,8,5,1-63,9,1,1-20,9,2,1-45,9,3,1-54,9,4,1-90,9,5,1-105,10,1,1-30,10,2,1-63,10,3,1-78,10,4,1-126,10,5,1-147,11,1,1-40,11,2,1-80,11,3,1-102,11,4,1-162,11,5,1-189,12,1,1-50,12,2,1-99,12,3,1-132,12,4,1-198,12,5,1-237,13,1,1-63,13,2,1-125,13,3,1-162,13,4,1-233,13,5,1-285
Review,2459377,6,1,1-5,6,2,1-6,6,3,1-7,6,4,1-10,6,5,1-11,7,1,1-10,7,2,1-12,7,3,1-15,7,4,1-27,7,5,1-30,8,1,1-15,8,2,1-27,8,3,1-30,8,4,1-54,8,5,1-63,9,1,1-20,9,2,1-45,9,3,1-54,9,4,1-90,9,5,1-105,10,1,1-30,10,2,1-63,10,3,1-78,10,4,1-126,10,5,1-147,11,1,1-40,11,2,1-80,11,3,1-102,11,4,1-162,11,5,1-189,12,1,1-50,12,2,1-99,12,3,1-132,12,4,1-198,12,5,1-237,13,1,1-63,13,2,1-125,13,3,1-162,13,4,1-233,13,5,1-285
Review,2459384,6,1,1-5,6,2,1-6,6,3,1-7,6,4,1-10,6,5,1-11,7,1,1-10,7,2,1-12,7,3,1-15,7,4,1-27,7,5,1-30,8,1,1-15,8,2,1-27,8,3,1-30,8,4,1-54,8,5,1-63,9,1,1-20,9,2,1-45,9,3,1-54,9,4,1-90,9,5,1-105,10,1,1-30,10,2,1-63,10,3,1-78,10,4,1-126,10,5,1-147,11,1,1-40,11,2,1-80,11,3,1-102,11,4,1-162,11,5,1-189,12,1,1-50,12,2,1-99,12,3,1-132,12,4,1-198,12,5,1-237,13,1,1-63,13,2,1-125,13,3,1-162,13,4,1-233,13,5,1-285
Review,2459391,6,1,1-5,6,2,1-6,6,3,1-7,6,4,1-10,6,5,1-11,7,1,1-10,7,2,1-12,7,3,1-15,7,4,1-27,7,5,1-30,8,1,1-15,8,2,1-27,8,3,1-30,8,4,1-54,8,5,1-63,9,1,1-20,9,2,1-45,9,3,1-54,9,4,1-90,9,5,1-105,10,1,1-30,10,2,1-63,10,3,1-78,10,4,1-126,10,5,1-147,11,1,1-40,11,2,1-80,11,3,1-102,11,4,1-162,11,5,1-189,12,1,1-50,12,2,1-99,12,3,1-132,12,4,1-198,12,5,1-237,13,1,1-63,13,2,1-125,13,3,1-162,13,4,1-233,13,5,1-285
Review,2459398,6,1,1-5,6,2,1-6,6,3,1-7,6,4,1-10,6,5,1-11,7,1,1-10,7,2,1-12,7,3,1-15,7,4,1-27,7,5,1-30,8,1,1-15,8,2,1-27,8,3,1-30,8,4,1-54,8,5,1-63,9,1,1-20,9,2,1-45,9,3,1-54,9,4,1-90,9,5,1-105,10,1,1-30,10,2,1-63,10,3,1-78,10,4,1-126,10,5,1-147,11,1,1-40,11,2,1-80,11,3,1-102,11,4,1-162,11,5,1-189,12,1,1-50,12,2,1-99,12,3,1-132,12,4,1-198,12,5,1-237,13,1,1-63,13,2,1-125,13,3,1-162,13,4,1-233,13,5,1-285
Review,2459405,6,1,1-5,6,2,1-6,6,3,1-7,6,4,1-10,6,5,1-11,7,1,1-10,7,2,1-12,7,3,1-15,7,4,1-27,7,5,1-30,8,1,1-15,8,2,1-27,8,3,1-30,8,4,1-54,8,5,1-63,9,1,1-20,9,2,1-45,9,3,1-54,9,4,1-90,9,5,1-105,10,1,1-30,10,2,1-63,10,3,1-78,10,4,1-126,10,5,1-147,11,1,1-40,11,2,1-80,11,3,1-102,11,4,1-162,11,5,1-189,12,1,1-50,12,2,1-99,12,3,1-132,12,4,1-198,12,5,1-237,13,1,1-63,13,2,1-125,13,3,1-162,13,4,1-233,13,5,1-285
